-73.0	-73.0	-5.5	DAVH
-73.0	-73.0	17.0	HVDA
-73.0	-73.0	39.5	ADHV
-73.0	-73.0	62.0	VHAD
-73.0	-73.0	84.5	DAVH
-73.0	17.0	-90.0	HVAD
-73.0	17.0	-67.5	DAHV
-73.0	17.0	-45.0	VHDA
-73.0	17.0	-22.5	ADVH
-73.0	17.0	-0.0	HVAD
-73.0	17.0	22.5	DAHV
-73.0	17.0	45.0	VHDA
-73.0	17.0	67.5	ADVH
-73.0	17.0	90.0	HVAD
-72.5	-72.5	-72.5	HVDA
-72.5	-72.5	-50.0	ADHV
-72.5	-72.5	-27.5	VHAD
-72.5	-72.5	-5.0	DAVH
-72.5	-72.5	17.5	HVDA
-72.5	-72.5	40.0	ADHV
-72.5	-72.5	62.5	VHAD
-72.5	-72.5	85.0	DAVH
-72.5	17.5	-90.0	HVAD
-72.5	17.5	-67.5	DAHV
-72.5	17.5	-45.0	VHDA
-72.5	17.5	-22.5	ADVH
-72.5	17.5	-0.0	HVAD
-72.5	17.5	22.5	DAHV
-72.5	17.5	45.0	VHDA
-72.5	17.5	67.5	ADVH
-72.5	17.5	90.0	HVAD
-72.0	-72.0	-72.0	HVDA
-72.0	-72.0	-49.5	ADHV
-72.0	-72.0	-27.0	VHAD
-72.0	-72.0	-4.5	DAVH
-72.0	-72.0	18.0	HVDA
-72.0	-72.0	40.5	ADHV
-72.0	-72.0	63.0	VHAD
-72.0	-72.0	85.5	DAVH
-72.0	18.0	-90.0	HVAD
-72.0	18.0	-67.5	DAHV
-72.0	18.0	-45.0	VHDA
-72.0	18.0	-22.5	ADVH
-72.0	18.0	-0.0	HVAD
-72.0	18.0	22.5	DAHV
-72.0	18.0	45.0	VHDA
-72.0	18.0	67.5	ADVH
-72.0	18.0	90.0	HVAD
-71.5	-71.5	-71.5	HVDA
-71.5	-71.5	-49.0	ADHV
-71.5	-71.5	-26.5	VHAD
-71.5	-71.5	-4.0	DAVH
-71.5	-71.5	18.5	HVDA
-71.5	-71.5	41.0	ADHV
-71.5	-71.5	63.5	VHAD
-71.5	-71.5	86.0	DAVH
-71.5	18.5	-90.0	HVAD
-71.5	18.5	-67.5	DAHV
-71.5	18.5	-45.0	VHDA
-71.5	18.5	-22.5	ADVH
-71.5	18.5	-0.0	HVAD
-71.5	18.5	22.5	DAHV
-71.5	18.5	45.0	VHDA
-71.5	18.5	67.5	ADVH
-71.5	18.5	90.0	HVAD
-71.0	-71.0	-71.0	HVDA
-71.0	-71.0	-48.5	ADHV
-71.0	-71.0	-26.0	VHAD
-71.0	-71.0	-3.5	DAVH
-71.0	-71.0	19.0	HVDA
-71.0	-71.0	41.5	ADHV
-71.0	-71.0	64.0	VHAD
-71.0	-71.0	86.5	DAVH
-71.0	19.0	-90.0	HVAD
-71.0	19.0	-67.5	DAHV
-71.0	19.0	-45.0	VHDA
-71.0	19.0	-22.5	ADVH
-71.0	19.0	-0.0	HVAD
-71.0	19.0	22.5	DAHV
-71.0	19.0	45.0	VHDA
-71.0	19.0	67.5	ADVH
-71.0	19.0	90.0	HVAD
-70.5	-70.5	-70.5	HVDA
-70.5	-70.5	-48.0	ADHV
-70.5	-70.5	-25.5	VHAD
-70.5	-70.5	-3.0	DAVH
-70.5	-70.5	19.5	HVDA
-70.5	-70.5	42.0	ADHV
-70.5	-70.5	64.5	VHAD
-70.5	-70.5	87.0	DAVH
-70.5	19.5	-90.0	HVAD
-70.5	19.5	-67.5	DAHV
-70.5	19.5	-45.0	VHDA
-70.5	19.5	-22.5	ADVH
-70.5	19.5	-0.0	HVAD
-70.5	19.5	22.5	DAHV
-70.5	19.5	45.0	VHDA
-70.5	19.5	67.5	ADVH
-70.5	19.5	90.0	HVAD
-70.0	-70.0	-70.0	HVDA
-70.0	-70.0	-47.5	ADHV
-70.0	-70.0	-25.0	VHAD
-70.0	-70.0	-2.5	DAVH
-70.0	-70.0	20.0	HVDA
-70.0	-70.0	42.5	ADHV
-70.0	-70.0	65.0	VHAD
-70.0	-70.0	87.5	DAVH
-70.0	20.0	-90.0	HVAD
-70.0	20.0	-67.5	DAHV
-70.0	20.0	-45.0	VHDA
-70.0	20.0	-22.5	ADVH
-70.0	20.0	-0.0	HVAD
-70.0	20.0	22.5	DAHV
-70.0	20.0	45.0	VHDA
-70.0	20.0	67.5	ADVH
-70.0	20.0	90.0	HVAD
-69.5	-69.5	-69.5	HVDA
-69.5	-69.5	-47.0	ADHV
-69.5	-69.5	-24.5	VHAD
-69.5	-69.5	-2.0	DAVH
-69.5	-69.5	20.5	HVDA
-69.5	-69.5	43.0	ADHV
-69.5	-69.5	65.5	VHAD
-69.5	-69.5	88.0	DAVH
-69.5	20.5	-90.0	HVAD
-69.5	20.5	-67.5	DAHV
-69.5	20.5	-45.0	VHDA
